iter	Passed	Remaining
1698	8406	499
1699	8410	494
1700	8414	489
1701	8418	484
1702	8423	479
1703	8428	474
1704	8432	469
1705	8436	464
1706	8441	459
1707	8445	454
1708	8449	449
1709	8453	444
1710	8457	439
1711	8460	434
1712	8464	429
1713	8468	424
1714	8472	419
1715	8476	414
1716	8480	409
1717	8484	404
1718	8488	399
1719	8493	395
1720	8497	390
1721	8501	385
1722	8505	380
1723	8510	375
1724	8514	370
1725	8518	365
1726	8523	360
1727	8527	355
1728	8531	350
1729	8536	345
1730	8540	340
1731	8546	335
1732	8550	330
1733	8556	325
1734	8561	320
1735	8565	315
1736	8569	310
1737	8574	305
1738	8578	300
1739	8586	296
1740	8590	291
1741	8594	286
1742	8599	281
1743	8603	276
1744	8608	271
1745	8612	266
1746	8616	261
1747	8620	256
1748	8624	251
1749	8628	246
1750	8633	241
1751	8636	236
1752	8640	231
1753	8645	226
1754	8649	221
1755	8652	216
1756	8656	211
1757	8661	206
1758	8665	201
1759	8669	197
1760	8673	192
1761	8678	187
1762	8682	182
1763	8685	177
1764	8689	172
1765	8694	167
1766	8698	162
1767	8703	157
1768	8708	152
1769	8712	147
1770	8716	142
1771	8721	137
1772	8724	132
1773	8728	127
1774	8733	123
1775	8738	118
1776	8742	113
1777	8746	108
1778	8750	103
1779	8754	98
1780	8757	93
1781	8762	88
1782	8766	83
1783	8771	78
1784	8775	73
1785	8779	68
1786	8783	63
1787	8787	58
1788	8791	54
1789	8795	49
1790	8799	44
1791	8804	39
1792	8808	34
1793	8812	29
1794	8817	24
1795	8822	19
1796	8827	14
1797	8833	9
1798	8838	4
1799	8842	0
