iter	RMSE
1505	0.08145140094
1506	0.0814376472
1507	0.08142572291
1508	0.08142559187
1509	0.08138968625
1510	0.0813793319
1511	0.08134669312
1512	0.081331348
1513	0.0813200846
1514	0.08129242559
1515	0.0812920696
1516	0.08126773694
1517	0.08126656938
1518	0.0812655076
1519	0.0812512744
1520	0.08123142896
1521	0.08119184128
1522	0.08116019193
1523	0.08113496362
1524	0.08111424748
1525	0.08109819101
1526	0.08109783785
1527	0.08106814554
1528	0.08106786773
1529	0.08101904574
1530	0.08101876406
1531	0.08098604547
1532	0.08096771056
1533	0.08093706667
1534	0.08092329459
1535	0.08089962237
1536	0.08087528195
1537	0.08085880826
1538	0.08084688738
1539	0.0808108524
1540	0.08079671354
1541	0.08076821317
1542	0.08075291455
1543	0.08075178472
1544	0.08071872605
1545	0.08067933424
1546	0.08067904272
1547	0.08067706249
1548	0.08064088725
1549	0.08063254893
1550	0.08060981738
1551	0.08059423926
1552	0.08055968861
1553	0.08054123604
1554	0.08050193818
1555	0.08046725897
1556	0.08043859782
1557	0.08043834183
1558	0.08040248979
1559	0.08038711057
1560	0.0803724171
1561	0.08035664672
1562	0.08033381626
1563	0.08032202161
1564	0.08030610569
1565	0.08029185787
1566	0.08026175411
1567	0.08024202631
1568	0.08020819887
1569	0.08018183809
1570	0.08016627902
1571	0.08012937827
1572	0.08012348926
1573	0.08010790917
1574	0.08009282433
1575	0.08008361974
1576	0.08005348246
1577	0.08003453496
1578	0.08000465127
1579	0.07996622366
1580	0.07994323768
1581	0.0799248379
1582	0.0799014869
1583	0.07989480657
1584	0.07988241789
1585	0.07985108676
1586	0.07985081986
1587	0.07983549122
1588	0.07982339211
1589	0.07982294113
1590	0.07982267655
1591	0.07978310477
1592	0.07976154574
1593	0.07973505864
1594	0.0797166134
1595	0.07970223532
1596	0.07970161938
1597	0.07968730954
1598	0.07968479883
1599	0.07967832077
1600	0.07965976035
1601	0.07965919979
1602	0.0796405359
1603	0.07964011071
1604	0.07960689838
1605	0.07958305815
1606	0.07956523969
1607	0.07956419645
1608	0.07955081379
1609	0.07952212941
1610	0.07948628981
1611	0.07946962474
1612	0.07943371938
1613	0.07941564921
1614	0.07940845888
1615	0.07938261785
1616	0.07935470159
1617	0.07934213174
1618	0.07930078183
1619	0.07927514
1620	0.07924827866
1621	0.07919714043
1622	0.07916069027
1623	0.07914294813
1624	0.07912875881
1625	0.07910348408
1626	0.07908240173
1627	0.07908129804
1628	0.07906951259
1629	0.07904810092
1630	0.07903441689
1631	0.07901500937
1632	0.07899372411
1633	0.0789718706
1634	0.078951587
1635	0.07894318667
1636	0.07892028003
1637	0.07888703227
1638	0.07886041747
1639	0.07884052799
1640	0.07882207308
1641	0.07881310924
1642	0.07879674379
1643	0.07877736433
1644	0.07876777481
1645	0.07875565135
1646	0.07872951949
1647	0.07868742848
1648	0.07868709878
1649	0.07865247896
1650	0.07863186119
1651	0.07861796838
1652	0.07859688066
1653	0.07856755856
1654	0.07855877729
1655	0.0785431431
1656	0.07852062939
1657	0.07850145979
1658	0.07846764487
1659	0.07845750642
1660	0.07843978447
1661	0.07840768065
1662	0.07837326785
1663	0.0783526502
1664	0.07832977698
1665	0.07831523868
1666	0.07829730044
1667	0.07827549647
1668	0.07824112403
1669	0.07823663651
1670	0.0782177673
1671	0.07819793612
1672	0.07818627789
1673	0.07816898835
1674	0.07816868728
1675	0.07815371443
1676	0.07814378179
1677	0.07811058231
1678	0.07808878114
1679	0.07806190927
1680	0.07802393659
1681	0.07801241324
1682	0.07800255647
1683	0.07798454746
1684	0.07797717475
1685	0.0779443955
1686	0.07793196032
1687	0.07788438458
1688	0.07787827872
1689	0.07786431932
1690	0.07783511246
1691	0.0778220468
1692	0.07780347628
1693	0.07779923626
1694	0.07778036742
1695	0.07776187923
1696	0.07771624974
1697	0.07771027314
1698	0.07769415116
1699	0.07767923405
1700	0.07764464427
1701	0.07762841836
1702	0.07762126895
1703	0.07758849366
1704	0.07757012999
1705	0.07754180981
1706	0.07751589823
1707	0.07749837014
1708	0.07747342684
1709	0.0774630847
1710	0.07742645756
1711	0.07739446487
1712	0.07736871448
1713	0.07736496969
1714	0.07734466504
1715	0.07732448134
1716	0.07731411802
1717	0.07728895201
1718	0.07728106303
1719	0.07725199824
1720	0.07723814759
1721	0.07720297935
1722	0.0771903195
1723	0.07718588618
1724	0.0771703692
1725	0.07714519656
1726	0.07711702609
1727	0.07709669015
1728	0.0770664186
1729	0.07705864663
1730	0.07704229842
1731	0.07701988591
1732	0.07699247823
1733	0.07697498979
1734	0.07695428688
1735	0.07693503405
1736	0.07692066976
1737	0.07688492156
1738	0.07685378406
1739	0.07683663684
1740	0.07683151493
1741	0.07680716417
1742	0.07678311978
1743	0.07675742046
1744	0.07673167478
1745	0.07670818588
1746	0.07668313443
1747	0.07666585515
1748	0.07664510157
1749	0.07662083998
1750	0.07661473529
1751	0.07660124787
1752	0.07658396161
1753	0.0765748791
1754	0.0765692531
1755	0.07653837451
1756	0.07651395203
1757	0.07649713873
1758	0.07647221087
1759	0.07645614364
1760	0.07643932164
1761	0.07642314055
1762	0.07640590284
1763	0.07638397635
1764	0.07637361332
1765	0.07636342434
1766	0.07635927473
1767	0.07635513293
1768	0.0763475149
1769	0.07634205076
1770	0.07631946127
1771	0.07630648557
1772	0.07628159749
1773	0.07626053871
1774	0.07624717825
1775	0.07622515337
1776	0.07620834066
1777	0.07618234083
1778	0.07616748827
1779	0.07613387267
1780	0.07611036544
1781	0.07609750089
1782	0.0760801591
1783	0.0760561799
1784	0.07603569052
1785	0.07600915384
1786	0.07597746881
1787	0.07596340039
1788	0.07595967456
1789	0.07594402367
1790	0.07592338292
1791	0.07591690441
1792	0.0759001696
1793	0.07587388873
1794	0.07586141519
1795	0.07583396654
1796	0.07582868418
1797	0.07581576959
1798	0.07581180299
1799	0.07580670017
